node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
CDC16,ANAPC1,1.85E+06,1852174,9606.ENSP00000348554,9606.ENSP00000339109,0,0,0,0,0,0.972,0,0,0.972
MCMBP,MCM6,1.85E+06,1845487,9606.ENSP00000353098,9606.ENSP00000264156,0,0,0,0,0,0.972,0,0,0.972
CCND3,CDK2,1.86E+06,1845906,9606.ENSP00000362082,9606.ENSP00000266970,0,0,0,0,0,0.971,0,0,0.971
MYD88,TRAF6,1.86E+06,1852047,9606.ENSP00000401399,9606.ENSP00000337853,0,0,0,0,0,0.97,0,0,0.97
CSNK1E,BHLHE41,1.85E+06,1843637,9606.ENSP00000352929,9606.ENSP00000242728,0,0,0,0,0,0.97,0,0,0.97
TLR4,TICAM1,1.86E+06,1843904,9606.ENSP00000363089,9606.ENSP00000248244,0,0,0,0,0,0.97,0,0,0.97
MYD88,TLR4,1.86E+06,1856025,9606.ENSP00000401399,9606.ENSP00000363089,0,0,0,0.635,0,0.97,0,0,0.97
MCM6,MCM3,1.85E+06,1843226,9606.ENSP00000264156,9606.ENSP00000229854,0,0,0,0.756,0,0.97,0,0,0.97
ARNTL,CSNK1E,1.86E+06,1853917,9606.ENSP00000374357,9606.ENSP00000352929,0,0,0,0,0,0.97,0,0,0.97
TRAF6,TICAM1,1.85E+06,1843904,9606.ENSP00000337853,9606.ENSP00000248244,0,0,0,0,0,0.97,0,0,0.97
BUB1,MAD2L1,1.85E+06,1847745,9606.ENSP00000302530,9606.ENSP00000296509,0,0,0,0,0,0.97,0,0,0.97
IKBKG,MAP3K7,1.86E+06,1855005,9606.ENSP00000358622,9606.ENSP00000358335,0,0,0,0,0,0.97,0,0,0.97
PER1,PER2,1.85E+06,1844310,9606.ENSP00000314420,9606.ENSP00000254657,0,0,0,0.844,0,0.97,0,0,0.97
MYD88,MAP3K7,1.86E+06,1855005,9606.ENSP00000401399,9606.ENSP00000358335,0,0,0,0,0,0.97,0,0,0.97
TRAF3,TICAM1,1.86E+06,1843904,9606.ENSP00000376500,9606.ENSP00000248244,0,0,0,0,0,0.97,0,0,0.97
BUB3,MAD2L1,1.85E+06,1847745,9606.ENSP00000357858,9606.ENSP00000296509,0,0,0,0,0,0.969,0,0,0.969
ERCC2,GTF2H1,1.86E+06,1845828,9606.ENSP00000375809,9606.ENSP00000265963,0,0,0,0,0,0.969,0,0,0.969
CDC45,MCM4,1.86E+06,1845065,9606.ENSP00000405726,9606.ENSP00000262105,0,0,0,0,0,0.969,0,0,0.969
MYD88,TRAF3,1.86E+06,1858038,9606.ENSP00000401399,9606.ENSP00000376500,0,0,0,0,0,0.969,0,0,0.969
CDC45,MCM2,1.86E+06,1845676,9606.ENSP00000405726,9606.ENSP00000265056,0,0,0,0,0,0.968,0,0,0.968
ORC5,MCM5,1.85E+06,1842548,9606.ENSP00000297431,9606.ENSP00000216122,0,0,0,0,0,0.968,0,0,0.968
ANAPC1,CDC20,1.85E+06,1849070,9606.ENSP00000339109,9606.ENSP00000308450,0,0,0,0,0,0.968,0,0,0.968
CRY2,BHLHE41,1.86E+06,1843637,9606.ENSP00000406751,9606.ENSP00000242728,0,0,0,0,0,0.968,0,0,0.968
TLR4,BIRC2,1.86E+06,1843127,9606.ENSP00000363089,9606.ENSP00000227758,0,0,0,0,0,0.967,0,0,0.967
CDC23,MAD2L1,1.86E+06,1847745,9606.ENSP00000378350,9606.ENSP00000296509,0,0,0,0,0,0.967,0,0,0.967
TLR4,IKBKG,1.86E+06,1855067,9606.ENSP00000363089,9606.ENSP00000358622,0,0,0,0,0,0.967,0,0,0.967
CRY2,CRY1,1.86E+06,1842155,9606.ENSP00000406751,9606.ENSP00000008527,0,0,0,0.981,0,0.967,0,0,0.967
MAP3K7,BIRC3,1.86E+06,1845359,9606.ENSP00000358335,9606.ENSP00000263464,0,0,0,0,0,0.967,0,0,0.967
TLR4,BIRC3,1.86E+06,1845359,9606.ENSP00000363089,9606.ENSP00000263464,0,0,0,0,0,0.967,0,0,0.967
ARNTL,PER1,1.86E+06,1849704,9606.ENSP00000374357,9606.ENSP00000314420,0,0,0,0.626,0,0.967,0,0,0.967
TLR4,MAP3K7,1.86E+06,1855005,9606.ENSP00000363089,9606.ENSP00000358335,0,0,0,0,0,0.967,0,0,0.967
BTRC,CSNK1E,1.86E+06,1853917,9606.ENSP00000359206,9606.ENSP00000352929,0,0,0,0,0,0.967,0,0,0.967
MYD88,BIRC3,1.86E+06,1845359,9606.ENSP00000401399,9606.ENSP00000263464,0,0,0,0,0,0.967,0,0,0.967
MAP3K7,BIRC2,1.86E+06,1843127,9606.ENSP00000358335,9606.ENSP00000227758,0,0,0,0,0,0.967,0,0,0.967
BTRC,BHLHE41,1.86E+06,1843637,9606.ENSP00000359206,9606.ENSP00000242728,0,0,0,0,0,0.967,0,0,0.967
TLR4,TRAF6,1.86E+06,1852047,9606.ENSP00000363089,9606.ENSP00000337853,0,0,0,0,0,0.967,0,0,0.967
TLR4,UBE2N,1.86E+06,1849852,9606.ENSP00000363089,9606.ENSP00000316176,0,0,0,0,0,0.967,0,0,0.967
ARNTL,PER2,1.86E+06,1844310,9606.ENSP00000374357,9606.ENSP00000254657,0,0,0,0.63,0,0.967,0,0,0.967
MAP3K7,UBE2N,1.86E+06,1849852,9606.ENSP00000358335,9606.ENSP00000316176,0,0,0,0,0,0.967,0,0,0.967
GTF2H5,ERCC3,1.86E+06,1846961,9606.ENSP00000415032,9606.ENSP00000285398,0,0,0,0,0,0.967,0,0,0.967
TRAF3,TLR4,1.86E+06,1856025,9606.ENSP00000376500,9606.ENSP00000363089,0,0,0,0,0,0.967,0,0,0.967
CSNK2B,CSNK2A1,1.86E+06,1842650,9606.ENSP00000365025,9606.ENSP00000217244,0,0,0,0,0,0.965,0,0,0.965
CCND3,CDK4,1.86E+06,1844551,9606.ENSP00000362082,9606.ENSP00000257904,0,0,0,0,0,0.965,0,0,0.965
DBF4,MCM3,1.85E+06,1843226,9606.ENSP00000265728,9606.ENSP00000229854,0,0,0,0,0,0.965,0,0,0.965
ERCC3,GTF2E1,1.85E+06,1846870,9606.ENSP00000285398,9606.ENSP00000283875,0,0,0,0,0,0.964,0,0,0.964
GTF2H5,ERCC2,1.86E+06,1857962,9606.ENSP00000415032,9606.ENSP00000375809,0,0,0,0,0,0.964,0,0,0.964
ORC5,DBF4,1.85E+06,1845796,9606.ENSP00000297431,9606.ENSP00000265728,0,0,0,0,0,0.963,0,0,0.963
ORC4,ORC6,1.85E+06,1842721,9606.ENSP00000264169,9606.ENSP00000219097,0,0,0,0,0,0.963,0,0,0.963
CDK5,CDK5R1,1.86E+06,1850055,9606.ENSP00000419782,9606.ENSP00000318486,0,0,0,0,0,0.963,0,0,0.963
GTF2E2,ERCC3,1.85E+06,1846961,9606.ENSP00000348168,9606.ENSP00000285398,0,0,0,0,0,0.963,0,0,0.963
CKS1B,CCNB1,1.85E+06,1844435,9606.ENSP00000311083,9606.ENSP00000256442,0,0,0,0,0,0.962,0,0,0.962
ORC5,MCM3,1.85E+06,1843226,9606.ENSP00000297431,9606.ENSP00000229854,0,0,0,0,0,0.961,0,0,0.961
COPA,COPZ1,1.85E+06,1845053,9606.ENSP00000357048,9606.ENSP00000262061,0,0,0,0,0,0.961,0,0,0.961
ERCC2,CDK7,1.86E+06,1844436,9606.ENSP00000375809,9606.ENSP00000256443,0,0,0,0,0,0.96,0,0,0.96
COPA,ARCN1,1.85E+06,1845462,9606.ENSP00000357048,9606.ENSP00000264028,0,0,0,0,0,0.959,0,0,0.959
ARCN1,COPB1,1.85E+06,1843983,9606.ENSP00000264028,9606.ENSP00000249923,0,0,0,0,0,0.959,0,0,0.959
COPB2,COPB1,1.85E+06,1843983,9606.ENSP00000329419,9606.ENSP00000249923,0,0,0,0,0,0.959,0,0,0.959
COPB2,ARCN1,1.85E+06,1845462,9606.ENSP00000329419,9606.ENSP00000264028,0,0,0,0,0,0.959,0,0,0.959
COPA,COPB1,1.85E+06,1843983,9606.ENSP00000357048,9606.ENSP00000249923,0,0,0,0,0,0.959,0,0,0.959
TPX2,AURKA,1.85E+06,1842628,9606.ENSP00000300403,9606.ENSP00000216911,0,0,0,0,0,0.958,0,0,0.958
CKS2,CDK2,1.86E+06,1845906,9606.ENSP00000364976,9606.ENSP00000266970,0,0,0,0,0,0.958,0,0,0.958
ORC1,DBF4,1.86E+06,1845796,9606.ENSP00000360621,9606.ENSP00000265728,0,0,0,0,0,0.958,0,0,0.958
ANAPC1,ANAPC5,1.85E+06,1845000,9606.ENSP00000339109,9606.ENSP00000261819,0,0,0,0,0,0.958,0,0,0.958
ARCN1,COPE,1.85E+06,1845219,9606.ENSP00000264028,9606.ENSP00000262812,0,0,0,0,0,0.958,0,0,0.958
COPB2,COPE,1.85E+06,1845219,9606.ENSP00000329419,9606.ENSP00000262812,0,0,0,0,0,0.958,0,0,0.958
COPE,COPB1,1.85E+06,1843983,9606.ENSP00000262812,9606.ENSP00000249923,0,0,0,0,0,0.958,0,0,0.958
DBF4,ORC2,1.85E+06,1843392,9606.ENSP00000265728,9606.ENSP00000234296,0,0,0,0,0,0.957,0,0,0.957
GTF2E1,GTF2H1,1.85E+06,1845828,9606.ENSP00000283875,9606.ENSP00000265963,0,0,0,0,0,0.957,0,0,0.957
CSNK2B,CSNK2A2,1.86E+06,1845161,9606.ENSP00000365025,9606.ENSP00000262506,0,0,0,0,0,0.957,0,0,0.957
MCM2,CDC6,1.85E+06,1842453,9606.ENSP00000265056,9606.ENSP00000209728,0,0,0,0,0,0.957,0,0,0.957
BUB1,MAD1L1,1.85E+06,1845817,9606.ENSP00000302530,9606.ENSP00000265854,0,0,0,0,0,0.956,0,0,0.956
TTK,BUB1,1.86E+06,1848415,9606.ENSP00000358813,9606.ENSP00000302530,0,0,0,0,0,0.956,0,0,0.956
CDC45,MCM5,1.86E+06,1842548,9606.ENSP00000405726,9606.ENSP00000216122,0,0,0,0,0,0.956,0,0,0.956
IKBKB,IKBKG,1.86E+06,1855067,9606.ENSP00000430684,9606.ENSP00000358622,0,0,0,0,0,0.956,0,0,0.956
TTK,MAD2L1,1.86E+06,1847745,9606.ENSP00000358813,9606.ENSP00000296509,0,0,0,0,0,0.956,0,0,0.956
TTK,MAD1L1,1.86E+06,1845817,9606.ENSP00000358813,9606.ENSP00000265854,0,0,0,0,0,0.956,0,0,0.956
ORC4,CDC6,1.85E+06,1842453,9606.ENSP00000264169,9606.ENSP00000209728,0,0,0,0,0,0.956,0,0,0.956
TTK,BUB1B,1.86E+06,1847075,9606.ENSP00000358813,9606.ENSP00000287598,0,0,0,0,0,0.956,0,0,0.956
BUB3,MAD1L1,1.85E+06,1845817,9606.ENSP00000357858,9606.ENSP00000265854,0,0,0,0,0,0.955,0,0,0.955
STRADA,STK11,1.85E+06,1850687,9606.ENSP00000336655,9606.ENSP00000324856,0,0,0,0,0,0.955,0,0,0.955
BUB1B,MAD1L1,1.85E+06,1845817,9606.ENSP00000287598,9606.ENSP00000265854,0,0,0,0,0,0.955,0,0,0.955
TTK,BUB3,1.86E+06,1854901,9606.ENSP00000358813,9606.ENSP00000357858,0,0,0,0,0,0.955,0,0,0.955
ERCC2,GTF2H2,1.86E+06,1846383,9606.ENSP00000375809,9606.ENSP00000274400,0,0,0,0,0,0.953,0,0,0.953
MCMBP,MCM2,1.85E+06,1845676,9606.ENSP00000353098,9606.ENSP00000265056,0,0,0,0,0,0.953,0,0,0.953
COPB2,COPZ1,1.85E+06,1845053,9606.ENSP00000329419,9606.ENSP00000262061,0,0,0,0,0,0.952,0,0,0.952
COPZ1,COPB1,1.85E+06,1843983,9606.ENSP00000262061,9606.ENSP00000249923,0,0,0,0,0,0.952,0,0,0.952
CKS2,ALDH18A1,1.86E+06,1855437,9606.ENSP00000364976,9606.ENSP00000360268,0,0,0,0,0,0.952,0,0,0.952
ckshs1,ALDH18A1,1.86E+06,1855437,9606.ENSP00000471505,9606.ENSP00000360268,0,0,0,0,0,0.952,0,0,0.952
ALDH18A1,CKS1B,1.86E+06,1849378,9606.ENSP00000360268,9606.ENSP00000311083,0,0,0,0,0,0.952,0,0,0.952
GAK,HSPA8,1.85E+06,1843112,9606.ENSP00000314499,9606.ENSP00000227378,0,0,0,0,0,0.952,0,0,0.952
CDC45,ORC1,1.86E+06,1855507,9606.ENSP00000405726,9606.ENSP00000360621,0,0,0,0,0,0.95,0,0,0.95
GTF2H3,GTF2H5,1.86E+06,1861133,9606.ENSP00000445162,9606.ENSP00000415032,0,0,0,0,0,0.95,0,0,0.95
CKS2,SKP1,1.86E+06,1843292,9606.ENSP00000364976,9606.ENSP00000231487,0,0,0,0,0,0.949,0,0,0.949
GTF2B,ERCC3,1.86E+06,1846961,9606.ENSP00000359531,9606.ENSP00000285398,0,0,0,0,0,0.949,0,0,0.949
DBF4,MCM5,1.85E+06,1842548,9606.ENSP00000265728,9606.ENSP00000216122,0,0,0,0,0,0.949,0,0,0.949
CDK20,CCNH,1.85E+06,1844473,9606.ENSP00000322343,9606.ENSP00000256897,0,0,0,0,0,0.949,0,0,0.949
MCM5,CDC6,1.84E+06,1842453,9606.ENSP00000216122,9606.ENSP00000209728,0,0,0,0,0,0.943,0,0,0.943
GTF2H3,GTF2E1,1.86E+06,1846870,9606.ENSP00000445162,9606.ENSP00000283875,0,0,0,0,0,0.939,0,0,0.939
GTF2H3,GTF2E2,1.86E+06,1853268,9606.ENSP00000445162,9606.ENSP00000348168,0,0,0,0,0,0.937,0,0,0.937
ERCC2,GTF2B,1.86E+06,1855275,9606.ENSP00000375809,9606.ENSP00000359531,0,0,0,0,0,0.932,0,0,0.932
ERCC2,POLR2G,1.86E+06,1848338,9606.ENSP00000375809,9606.ENSP00000301788,0,0,0,0,0,0.932,0,0,0.932
CDK2,ORC2,1.85E+06,1843392,9606.ENSP00000266970,9606.ENSP00000234296,0,0,0,0,0,0.932,0,0,0.932
POLR2F,GTF2E2,1.86E+06,1853268,9606.ENSP00000403852,9606.ENSP00000348168,0,0,0,0,0,0.932,0,0,0.932
GTF2E2,POLR2G,1.85E+06,1848338,9606.ENSP00000348168,9606.ENSP00000301788,0,0,0,0,0,0.932,0,0,0.932
POLR2G,GTF2E1,1.85E+06,1846870,9606.ENSP00000301788,9606.ENSP00000283875,0,0,0,0,0,0.932,0,0,0.932
MCM7,ORC2,1.85E+06,1843392,9606.ENSP00000307288,9606.ENSP00000234296,0,0,0,0,0,0.931,0,0,0.931
ORC1,MCM7,1.86E+06,1848945,9606.ENSP00000360621,9606.ENSP00000307288,0,0,0,0,0,0.931,0,0,0.931
GTF2H3,GTF2H1,1.86E+06,1845828,9606.ENSP00000445162,9606.ENSP00000265963,0,0,0,0,0,0.931,0,0,0.931
GTF2H3,ERCC3,1.86E+06,1846961,9606.ENSP00000445162,9606.ENSP00000285398,0,0,0,0,0,0.931,0,0,0.931
ORC2,MCM3,1.84E+06,1843226,9606.ENSP00000234296,9606.ENSP00000229854,0,0,0,0,0,0.931,0,0,0.931
MCM7,CDC6,1.85E+06,1842453,9606.ENSP00000307288,9606.ENSP00000209728,0,0,0,0,0,0.931,0,0,0.931
GTF2H5,GTF2H2,1.86E+06,1846383,9606.ENSP00000415032,9606.ENSP00000274400,0,0,0,0,0,0.931,0,0,0.931
ERCC3,MNAT1,1.85E+06,1844871,9606.ENSP00000285398,9606.ENSP00000261245,0,0,0,0,0,0.931,0,0,0.931
GTF2E1,GTF2H2,1.85E+06,1846383,9606.ENSP00000283875,9606.ENSP00000274400,0,0,0,0,0,0.931,0,0,0.931
GTF2H3,MNAT1,1.86E+06,1844871,9606.ENSP00000445162,9606.ENSP00000261245,0,0,0,0,0,0.931,0,0,0.931
CDC45,ORC2,1.86E+06,1843392,9606.ENSP00000405726,9606.ENSP00000234296,0,0,0,0,0,0.931,0,0,0.931
MCM2,ORC4,1.85E+06,1845494,9606.ENSP00000265056,9606.ENSP00000264169,0,0,0,0,0,0.931,0,0,0.931
ckshs1,CDK1,1.86E+06,1858283,9606.ENSP00000471505,9606.ENSP00000378699,0,0,0,0,0,0.93,0,0,0.93
ckshs1,CDK2,1.86E+06,1845906,9606.ENSP00000471505,9606.ENSP00000266970,0,0,0,0,0,0.93,0,0,0.93
GTF2E2,CCNH,1.85E+06,1844473,9606.ENSP00000348168,9606.ENSP00000256897,0,0,0,0,0,0.93,0,0,0.93
GTF2E2,MNAT1,1.85E+06,1844871,9606.ENSP00000348168,9606.ENSP00000261245,0,0,0,0,0,0.93,0,0,0.93
CDK20,MNAT1,1.85E+06,1844871,9606.ENSP00000322343,9606.ENSP00000261245,0,0,0,0,0,0.929,0,0,0.929
ERCC2,ERCC3,1.86E+06,1846961,9606.ENSP00000375809,9606.ENSP00000285398,0,0,0,0,0,0.924,0,0,0.924
POLR2F,ERCC3,1.86E+06,1846961,9606.ENSP00000403852,9606.ENSP00000285398,0,0,0,0,0,0.923,0,0,0.923
GTF2H2,GTF2H1,1.85E+06,1845828,9606.ENSP00000274400,9606.ENSP00000265963,0,0,0,0,0,0.922,0,0,0.922
DBF4,MCM2,1.85E+06,1845676,9606.ENSP00000265728,9606.ENSP00000265056,0,0,0,0,0,0.922,0,0,0.922
CDC20,CCNB1,1.85E+06,1844435,9606.ENSP00000308450,9606.ENSP00000256442,0,0,0,0,0,0.921,0,0,0.921
CDC20,CDK2,1.85E+06,1845906,9606.ENSP00000308450,9606.ENSP00000266970,0,0,0,0,0,0.921,0,0,0.921
CDC20,ANAPC5,1.85E+06,1845000,9606.ENSP00000308450,9606.ENSP00000261819,0,0,0,0,0,0.921,0,0,0.921
GTF2E2,GTF2H2,1.85E+06,1846383,9606.ENSP00000348168,9606.ENSP00000274400,0,0,0,0,0,0.908,0,0,0.908
CDC20,BUB1,1.85E+06,1848415,9606.ENSP00000308450,9606.ENSP00000302530,0,0,0,0,0,0.906,0,0,0.906
POLR2F,GTF2E1,1.86E+06,1846870,9606.ENSP00000403852,9606.ENSP00000283875,0,0,0,0,0,0.905,0,0,0.905
CDK1,CDC6,1.86E+06,1842453,9606.ENSP00000378699,9606.ENSP00000209728,0,0,0,0,0,0.905,0,0,0.905
GTF2H3,GTF2B,1.86E+06,1855275,9606.ENSP00000445162,9606.ENSP00000359531,0,0,0,0,0,0.905,0,0,0.905
POLR2F,ERCC2,1.86E+06,1857962,9606.ENSP00000403852,9606.ENSP00000375809,0,0,0,0,0,0.905,0,0,0.905
MCM2,ORC3,1.85E+06,1844538,9606.ENSP00000265056,9606.ENSP00000257789,0,0,0,0,0,0.905,0,0,0.905
CDK2,CDK7,1.85E+06,1844436,9606.ENSP00000266970,9606.ENSP00000256443,0,0,0,0.937,0,0.899,0,0,0.899
ANAPC10,MAD2L1,1.85E+06,1847745,9606.ENSP00000310071,9606.ENSP00000296509,0,0,0,0,0,0.897,0,0,0.897
MAD2L1,AURKA,1.85E+06,1842628,9606.ENSP00000296509,9606.ENSP00000216911,0,0,0,0,0,0.894,0,0,0.894
ORC3,MCM5,1.84E+06,1842548,9606.ENSP00000257789,9606.ENSP00000216122,0,0,0,0,0,0.893,0,0,0.893
GTF2H1,CDK7,1.85E+06,1844436,9606.ENSP00000265963,9606.ENSP00000256443,0,0,0,0,0,0.893,0,0,0.893
ANAPC10,CCNB1,1.85E+06,1844435,9606.ENSP00000310071,9606.ENSP00000256442,0,0,0,0,0,0.892,0,0,0.892
BUB1B,AURKA,1.85E+06,1842628,9606.ENSP00000287598,9606.ENSP00000216911,0,0,0,0,0,0.89,0,0,0.89
TTK,AURKA,1.86E+06,1842628,9606.ENSP00000358813,9606.ENSP00000216911,0,0,0,0.668,0,0.89,0,0,0.89
MAD1L1,AURKA,1.85E+06,1842628,9606.ENSP00000265854,9606.ENSP00000216911,0,0,0,0,0,0.889,0,0,0.889
BUB1,AURKA,1.85E+06,1842628,9606.ENSP00000302530,9606.ENSP00000216911,0,0,0,0,0,0.889,0,0,0.889
BUB3,AURKA,1.85E+06,1842628,9606.ENSP00000357858,9606.ENSP00000216911,0,0,0,0,0,0.887,0,0,0.887
ORC5,MCM4,1.85E+06,1845065,9606.ENSP00000297431,9606.ENSP00000262105,0,0,0,0,0,0.885,0,0,0.885
MCM6,ORC2,1.85E+06,1843392,9606.ENSP00000264156,9606.ENSP00000234296,0,0,0,0,0,0.885,0,0,0.885
MCM7,ORC5,1.85E+06,1847866,9606.ENSP00000307288,9606.ENSP00000297431,0,0,0,0,0,0.885,0,0,0.885
MCM4,ORC2,1.85E+06,1843392,9606.ENSP00000262105,9606.ENSP00000234296,0,0,0,0,0,0.885,0,0,0.885
CDKN3,CDK2,1.85E+06,1845906,9606.ENSP00000335357,9606.ENSP00000266970,0,0,0,0,0,0.884,0,0,0.884
ARAF,MAP2K1,1.86E+06,1848411,9606.ENSP00000366244,9606.ENSP00000302486,0,0,0,0.632,0,0.882,0,0,0.882
MAP2K1,RAF1,1.85E+06,1844086,9606.ENSP00000302486,9606.ENSP00000251849,0,0,0,0.631,0,0.882,0,0,0.882
MCM3,CDC6,1.84E+06,1842453,9606.ENSP00000229854,9606.ENSP00000209728,0,0,0,0,0,0.88,0,0,0.88
ORC6,MCM5,1.84E+06,1842548,9606.ENSP00000219097,9606.ENSP00000216122,0,0,0,0,0,0.876,0,0,0.876
COPE,COPZ1,1.85E+06,1845053,9606.ENSP00000262812,9606.ENSP00000262061,0,0,0,0,0,0.875,0,0,0.875
MCM4,ORC3,1.85E+06,1844538,9606.ENSP00000262105,9606.ENSP00000257789,0,0,0,0,0,0.872,0,0,0.872
MCM7,ORC3,1.85E+06,1844538,9606.ENSP00000307288,9606.ENSP00000257789,0,0,0,0,0,0.872,0,0,0.872
FGF12,SCN5A,1.86E+06,1851095,9606.ENSP00000413496,9606.ENSP00000328968,0,0,0,0,0,0.869,0,0,0.869
DBF4,ORC6,1.85E+06,1842721,9606.ENSP00000265728,9606.ENSP00000219097,0,0,0,0,0,0.868,0,0,0.868
CDC45,ORC6,1.86E+06,1842721,9606.ENSP00000405726,9606.ENSP00000219097,0,0,0,0,0,0.868,0,0,0.868
GTF2H4,CDK7,1.84E+06,1844436,9606.ENSP00000259895,9606.ENSP00000256443,0,0,0,0,0,0.864,0,0,0.864
CDK1,CCND3,1.86E+06,1855798,9606.ENSP00000378699,9606.ENSP00000362082,0,0,0,0,0,0.863,0,0,0.863
CDC27,PPP2CA,1.86E+06,1861358,9606.ENSP00000434614,9606.ENSP00000418447,0,0,0,0,0,0.861,0,0,0.861
ANAPC2,MAD2L1,1.85E+06,1847745,9606.ENSP00000314004,9606.ENSP00000296509,0,0,0,0,0,0.859,0,0,0.859
ORC6,CDC6,1.84E+06,1842453,9606.ENSP00000219097,9606.ENSP00000209728,0,0,0,0,0,0.855,0,0,0.855
RAP1A,BRAF,1.85E+06,1847131,9606.ENSP00000348786,9606.ENSP00000288602,0,0,0,0,0,0.853,0,0,0.853
RAC1,PAK1,1.85E+06,1846573,9606.ENSP00000348461,9606.ENSP00000278568,0,0,0,0,0,0.852,0,0,0.852
ORC1,ORC6,1.86E+06,1842721,9606.ENSP00000360621,9606.ENSP00000219097,0,0,0,0,0,0.852,0,0,0.852
BUB3,CDC20,1.85E+06,1849070,9606.ENSP00000357858,9606.ENSP00000308450,0,0,0,0,0,0.849,0,0,0.849
ERCC3,CDK7,1.85E+06,1844436,9606.ENSP00000285398,9606.ENSP00000256443,0,0,0,0,0,0.849,0,0,0.849
DBF4,MCM4,1.85E+06,1845065,9606.ENSP00000265728,9606.ENSP00000262105,0,0,0,0,0,0.848,0,0,0.848
MCM7,DBF4,1.85E+06,1845796,9606.ENSP00000307288,9606.ENSP00000265728,0,0,0,0,0,0.848,0,0,0.848
CDK1,ORC2,1.86E+06,1843392,9606.ENSP00000378699,9606.ENSP00000234296,0,0,0,0,0,0.841,0,0,0.841
CDK20,GTF2H1,1.85E+06,1845828,9606.ENSP00000322343,9606.ENSP00000265963,0,0,0,0,0,0.84,0,0,0.84
PAK3,RAC1,1.85E+06,1853302,9606.ENSP00000353864,9606.ENSP00000348461,0,0,0,0,0,0.839,0,0,0.839
CDC27,MAD2L1,1.86E+06,1847745,9606.ENSP00000434614,9606.ENSP00000296509,0,0,0,0,0,0.835,0,0,0.835
GTF2H3,CDK7,1.86E+06,1844436,9606.ENSP00000445162,9606.ENSP00000256443,0,0,0,0,0,0.834,0,0,0.834
ORC4,MCM6,1.85E+06,1845487,9606.ENSP00000264169,9606.ENSP00000264156,0,0,0,0,0,0.833,0,0,0.833
ORC4,MCM4,1.85E+06,1845065,9606.ENSP00000264169,9606.ENSP00000262105,0,0,0,0,0,0.833,0,0,0.833
ERCC3,GTF2H1,1.85E+06,1845828,9606.ENSP00000285398,9606.ENSP00000265963,0,0,0,0,0,0.833,0,0,0.833
ERCC3,GTF2H2,1.85E+06,1846383,9606.ENSP00000285398,9606.ENSP00000274400,0,0,0,0,0,0.833,0,0,0.833
ORC4,MCM3,1.85E+06,1843226,9606.ENSP00000264169,9606.ENSP00000229854,0,0,0,0,0,0.833,0,0,0.833
CDC27,CCNB1,1.86E+06,1844435,9606.ENSP00000434614,9606.ENSP00000256442,0,0,0,0,0,0.833,0,0,0.833
CDC27,BUB3,1.86E+06,1854901,9606.ENSP00000434614,9606.ENSP00000357858,0,0,0,0,0,0.833,0,0,0.833
ERCC2,CDK20,1.86E+06,1850442,9606.ENSP00000375809,9606.ENSP00000322343,0,0,0,0,0,0.832,0,0,0.832
SCN1A,SCN2A,1.85E+06,1846845,9606.ENSP00000303540,9606.ENSP00000283256,0,0,0,0.987,0,0.826,0,0,0.826
MAPK3,ILKAP,1.85E+06,1844309,9606.ENSP00000263025,9606.ENSP00000254654,0,0,0,0,0,0.826,0,0,0.826
ILKAP,MAPK1,1.84E+06,1842512,9606.ENSP00000254654,9606.ENSP00000215832,0,0,0,0,0,0.826,0,0,0.826
CDK2,CCND1,1.85E+06,1843117,9606.ENSP00000266970,9606.ENSP00000227507,0,0,0,0,0,0.825,0,0,0.825
CDK5,CCND3,1.86E+06,1855798,9606.ENSP00000419782,9606.ENSP00000362082,0,0,0,0,0,0.825,0,0,0.825
MAP2K1,MAPK3,1.85E+06,1845265,9606.ENSP00000302486,9606.ENSP00000263025,0,0,0,0.642,0,0.821,0,0,0.821
MAP2K1,MAPK1,1.85E+06,1842512,9606.ENSP00000302486,9606.ENSP00000215832,0,0,0,0.644,0,0.821,0,0,0.821
CCNB1,CDC6,1.84E+06,1842453,9606.ENSP00000256442,9606.ENSP00000209728,0,0,0,0,0,0.817,0,0,0.817
MYD88,BIRC2,1.86E+06,1843127,9606.ENSP00000401399,9606.ENSP00000227758,0,0,0,0,0,0.815,0,0,0.815
POLR2F,GTF2H2,1.86E+06,1846383,9606.ENSP00000403852,9606.ENSP00000274400,0,0,0,0,0,0.815,0,0,0.815
MCM6,CDC6,1.85E+06,1842453,9606.ENSP00000264156,9606.ENSP00000209728,0,0,0,0,0,0.813,0,0,0.813
ORC1,CDK2,1.86E+06,1845906,9606.ENSP00000360621,9606.ENSP00000266970,0,0,0,0,0,0.806,0,0,0.806
CDK2,CDKN1A,1.85E+06,1843736,9606.ENSP00000266970,9606.ENSP00000244741,0,0,0,0,0,0.804,0,0,0.804
ARAF,RAP1A,1.86E+06,1853349,9606.ENSP00000366244,9606.ENSP00000348786,0,0,0,0,0,0.804,0,0,0.804
CDK1,CDKN1A,1.86E+06,1843736,9606.ENSP00000378699,9606.ENSP00000244741,0,0,0,0,0,0.804,0,0,0.804
MAP3K2,YWHAQ,1.85E+06,1843478,9606.ENSP00000343463,9606.ENSP00000238081,0,0,0,0,0,0.804,0,0,0.804
